is_spam,text
1,download and earn from minimum  apps today mar  get a guaranteed bonus of rs  within  hours of earning from your third app
0,dun be upset over the cancel trip
1,Dear Customer We Need to Re Verify ure Mobile No every X Months To Continue Receiving Toll Free Alerts for DEMAT Equity F O Transaction Give MissCall XXXXXXXXXX
1,Do n't miss out Rs XXX Flipkart Voucher on min spends of Rs XXXX with your Axis Bank Credit Card XXXX before XX-XX-XXXX T C Axbk.in/ XW38K3LS9TG
1,a nano breaks down on a roadside  a bmw  stops  help the old driver i will tow u to d nxt service station  bt if i drive too fast pls flash ur lights  they set up slowly but a only a mile or so down the line a posche speeds past  miles an hr  the bmw driver forgets about d nano  guns it after the porsche  just as all  of them tear through a speed trap the cop radios the hq you wont believe i have a bmw  porshe raising past  mile an hr with a nano flashing its lights to overtake
1,your order ab of lg tone wireless bluetooth ste is receivedcheck out our website for more exciting offers wwwaskmebazaarcom buyer support special offer just for you avail  off on all your grocery needs use coupon flat on wwwaskmegrocerycom
1,A World Record! Can you guess  how many songs the legendary singer Asha Bhosle has sung? 1) 11 000 2) 5000 3) 20 000 ^1/ 2/ 3 Reply within 24 hrs to get an audio clip of her famous number. 
0,I'll text you when I drop x off
1,get your prequalified personal loan from tata capital sms hlpl to  tc apply
1,bhagwandas  co lalgate flat disc on branded casual  formal shirt   wrangler jeans flat  disc on  branded suiting shirting hurry limited  stock
0,Hey vincent I need the first aid kit from the clubhouse. Possible toget it now?
1,Thanks for report your spam message Please reply to this text with the number the spam message be send from
1,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
1,Luxuries are Affordable Now! Save Flat50% on entire stock & new orders.Enjoy Grand Clearance Sale'21 with National Furnishers 03008720132-3005557850-3008720356
0,as my wifes contract was for two years originally
0,Hv physics. Will end 7
1,congrats  u hv won gm gold plated pendant set rspay handling charges rs only u may also win  gms silver give missed call 
0,"I'M A LUMBER JACK AND I'M OKAY, I WORK ALL NIGHT AND I SLEEP ALL DAY"
1,watch movies for less on lime use movie  avail  cashback on booking movie tickets through lime app download lime httpgooglymobe tc apply
0,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
0,Lol T.T.... reading comic as expected! And just now still complain tired!
0,"Lol okok i read later, outside now.."
0,Then you playing mah?
0,yupwheres my bouquet n chocolates p
0,m going to be a bit late..
0, Remember when we tried that extreme sport? Adrenaline rush!
1,HALIFAX ALERT A payment be attempt from a new device on 01/12 at 14:52 If this be not you please visit cancel paymentonline.co.u
1,Your account have be lock To restore visit http://nab.online verification.info/ XXXXXXXXXXX immediately
0,Yep I will. It's block  <#> . Near rosyth primary.
1,buy mts g mbps wifi dongle  get free adopter power bank  rs paytm cashback min unltd plan  call                                   
1,Dear Customer your electricity power will be disconnect night 9.30 pm your bill be not update please contact electricity office number XXXXXXXXXX thank you
1,Dear SBI User 's Your SBI YONO ACCOUNTS Will Be Block Today Due To Incomplete KYC For The Re-Update your PAN CARD Follow The Link -http://Inkiy.in/sbilink
0,Haha dun want later I keep watching dbsk videos then you potato hahaha!
1,pay bses bill due in apr within mar thru paytm  get cashback upto rs  coupon code bsesbsestc apply to pay click httpmpytmbses
0,"Hey hey, the mac cafe you referring to is the one at shaw house right?"
0,K set. Feeling feverish though
0, Can't stop laughing at that joke! ?? It's hilarious!
0,u are e halal food specialist haha
1,Your HSBC account have be lock for security reason To re activate please visit http://hsbc.co.uk.customer id2997476.com/ h=2 HSBC
1,Open up to a world of freedom No Annual Fee No Joining Fee
1,DEAR USER.your account have be lock because of CODE PIN .sms call on XXXXXXX `` for HELP within 2hrs
0,"Yeah I am, so I'll leave maybe 7ish?"
0,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
0,Sounds good! Let me think about it first!
0,"Finally, since the maid's bathroom is demolished, we need to enlargethe wet kitchen.  Will send you the new layout shortly."
0,Lol phone operators deyyyy
0,"Ya, but I referred to some documentation in the web."
0,Lemme know when you're here
1,dear sir  as per discussed with you regarding the lutron automation but as i am out of the kit of the same product so i would like to request you please make it on some another day  im really very sorry for the inconvenience  regards nirmal kumar  
0,Rofl!!!
1,get rs cashback on recharge of rs use code m  promocode linked to bhargavaaryanyahoocom  valid once per usercreditdebit card not valid for airtel users offer ends th nov tc apply
1,Your E Complaint No XXXXXXXXXXXXXXXXX Enquiry have be complete Details of Action Taken have be send on
1,to enjoy free viewing for next  days on your airtel digitaltv id  give us a missed call on your current pack will be revised to rs  per month with limited channels
1,Dear Customer Your Airtel SIM Has Been Blocked due to KYC Update Within 24Hrs Please Contact Customer Care XXXXXXXXXX to Continue Your Service Thank You
0," Btw, did u watch dat show?"
0,Its normally hot mail. Com you see!
0,"Oh ok.. I'll contact them.  Btw, thanks for arranging the meetup. :-)"
0,Aunty say bloodworms also can.
0,"Hmm. I think she liked her sis one more.  But since that's what dmsaid, they probly need different watch for different occasions.."
1,health  glow wishes you a happy womens day heres something for youbuy any two select range loreal skin care products  get  off
1,Republic Day Offer We at Kanakia Codename Future Powai be please to offer you an exclusive discount of Rs 3.5 Lakhs only on Jan 26/27 Call Now XXXXXXXXXX
1,congratulations!U have won a discount voucher fr being a loyal member.Claim this voucher right now against our spl Numero Uno combo offer-Sunglasses+Watch (Total MRP:Rs5200).Just pay Rs 999.Also get a surprise gift wrth Rs 5000.Del charges Rs 199.To order sms TEAD to 52424.TnC appl 
1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth ??350! To Claim, Call London 02072069400. Bx 526, SW73SS"
0,"Oh, I waiting for my dad to pick me up... Okay... See you then. Yay! Finally..."
0," To be honest, I love your new haircut! ????? It suits you perfectly!"
0,Can eh tmr night lo. You joining us for camp mah?
0,Ok just reached home hee
0,Uhh i go back dinner then abt  <#> h go your house print shine etch test then i see if i should stay
1,hi  free data on pi pack is exhausted rc  gb unlimited gg data for  days validity dial  hurry recharge today limited period offer
0,"Good morning, walking to office loh. my feeling better already. only a little flu. reached office bye!"
1,promotions  weddings or dates  enhance your style quotient with ruosh metro shoes shop for rs   get rs  off only on ruosh shoes from  to  may tc
1,Apple Pay have be suspend on this device To continue visit http://appleid-suspended.com
0,Let me know when you are here
1,your timezone balance would expire by  come and avail the exciting offers  extend your validity for lost card connect to cashierto opt out call 
0,Sure thing
1,get k bonus reward points on easyemi transaction done on httpofferssmartbuyhdfcbankcom on  hdfc bank credit cardoffer valid till st jan tc apply
1,get gb g data for  days at rs  get gb gg data for  days at rs offer valid only today visit your nearest airtel retailer or dial 
1,special g offer prebook for idea g  get  gb g data free on idea g launch type bookg  send it to toll free hurry offer closes soon
0,I'm ok if everyone is.
1,dear user  get instant quotes for complete agriculture in hindi faster on app click httpgoiminimapp to download indiamart app  save time
0,In rehearsal.. will call back in an hour. Sorry
0,Serious? Haha. Paiseh i forgot the booking of dr rm liao.
1,congrats you are a polling personnel for  tn elections please download mobile app from play store app name tn elections
0,Thats cool princess! I will cover your face in hot sticky cum :)
1,we find a package from March pending for you Kindly assume ownership and confirm for delivery here 15ssv.info/ QTGGdgoLks
1,Dear Customer Your PAYTM K Y C have be expire today customer care service PH XXXXXXXXXXX call immediately Your account will be block within 24hrs Thankyou 12:09 PM Jio 4G BP IPATYM
0,Heehee coz they're easy to type!! hahaha omg nice!!!! Ehh I dun thinkso I just wore it ytd and left it at home SORRY!!!!
0,Lmao. I WOULD legalize pot. I keep posting on obamas fb page that it would solve all the problems but he doesn't listen :/ MEN!
1,psst exclusively for you grab rs off before everyone else plus  extra  freecharge cashback valid till midnight only code steal httpmsgmna
0,Lalala erp the lab is wat ah.no have tut isit?the tut is lab??
1,dear customer  your voucher no for cafe coffee day is  show the voucher and get a regular cappuccino absolutely free at cafe coffee day valid across all outlets except ccd airport  lounge and squareb  the voucher is valid till  call us at  for more details enjoy the dealdeal powered by mydalacom
0,Near window then table lamp.not near enough. We have freezer here.
0,Hmm...  <#>  plus then leaving school.. nvm ba. Haha
0,(That said can you text him one more time?)
1,blue club  find the perfect gift for ur loved ones at  flat  off in mens ladies  kids wear  offer for last  days only  vat extra tc apply sunday open
0,hee. reach home le then i go bathe ^O^ tmr can hug u more more le!
1,celebrate december with the new edelweiss mobile trader simply login to the app  win a dominos voucher click httpmsgmnemt to download tnc apply
0,xuan is so petty! i hate him! PUFF!
0,"That's what I'd do, yeah haha"
1,enjoy  off    paytm cashbacktnc groceries  fruits  vegetables  much more use grofers order now via grofers app mdealcotnzamtyna
1,NHS You need to confirm a document for your covid pas go to this link to complete http://gov.nhs-covid-pass form.com
1,lose weight  gain health get slim naturally  no scary diets  off on weightlossanjali mukerjee health total  success rate missed call to 
1,just for you buy   get  free see it to believe it only for  hours  hurry httpmsgmnozzbxmcybsvkxvt
0,No lah I drink arts. de.... just an example... fat fat! Lol... Wootlast Sunday one is not really last min something on lah T.T....
0, this lady screwed up my eyebrows da 
1,opportunity to book a shop at  lacsa theme based malltransit onerefer a friend and win a gold coinwwwecologichabitatscom  
0,m online i help you check? Whats your user id and password
0,Waaait what about the sauce totes?
1,Thank you for use Paymentwall service Your PIN be For help paymentsupport paym entwall.com
0,Must follow the guy!
0,But I also will be late! Haha...
0,Lol u got enough cash?
1,"Make your eyelashes look naturally big by trying these amazing beauty hacks! For tutorial, click this free video link: http://l.jazzmobilemag.pk/nI5L6MB/f652"
1,the speedpost article egin booked on date  was delivered on  thank you for using india post wwwindiapostgovin download postinfo indiapost android app at google playstore
0,hee still walkiny to lt
1,hi shankar lal oad  thank you for dialling  special offer for you is song quiz to subscribe  dial toll free now
0,Sorry da. I gone mad so many pending works what to do.
0,Content is not free but i have contacted the author so if he send i will fwd you
1,Got SMS about your Bank Account go to be block It could be fraud sm Be alert do n't click any link or call Maharashtra CyberGot SMS about electricity go to be disconnect It could be fraud sm Be alert do n't click any link or call Maharashtra State Cyber Department
1,kam se kam se kam daam  vishal megamartbuyget freemens shirttrouserbg free tshirtsgv free on rs from garmentstcto opt out call 
1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
0,Haha... Gd... Cos u too free rite... I also got think of u...
1,special offer for you recharge  and get pmin std mobile calls for validity  days tata docomo
1,MSN CHAT NON-STOP with UNLIMITED Pocket Internet. Dial *234*2900# OR visit your retailer & recharge PI29 to enjoy unlimited High Speed Internet on your Mobile. 
1,dear arjun  welcome to medlifecom order now and get  discount on your st order and  discount on next orders
1,Don Jr You 're the BEST my father tell me himself He want YOU to become an ULTRA MAGA MEMBER He do ...
1,if you would like to receive news it as it happens then subscribe for news pack at reday send sub news to 
0,U be ard then?
0,come safety
0,I cant do it alone. No 1s here.  
0,Wah lame. Today my 2pm to 4pm lesson only last for half an hour. Thennow I'm going home le. Retarded.
1,your wallet misses you add rs and get rs extra in mobikwik app use ccdc valid till  sept  use sepfziolng download httpmonelinkmeccceab
1,last  days to get  cashback in chandigarh book taxiforsure on the ola app  pay through ola money to get  cashback use code cha tca
1,hi antony john  today you can buy dailyfish shrimp at just rs or buy any product  get a discount of rs apply this dfjmlerib code to get this offer
0,No. she didn't. And she can't get during cors too becoz demand toohigh. She got to appeal. Haha.
0,eat 2 maybe need to go nuh already
0,Hi pple...care 2 chat?
1,Your Uber code XXXX Reply STOP to +44 XXXX XXXXXX to unsubscribe Wells Fargo Update We regret to inform you that your Wells Fargo account be suspend Update Your Personal Information at http://wells-fargo-up.com
1,New color SILVER CROCBAND added @ The Arcade  Kazi road  Gangtok. 
0,Haha why weirdd. Still friends mah. Lol
0,Do you know what huiqi is covering?
0,My lessons end at ~ <#> h tomorrow then I'll be camping in the room so just gather the rest
0,"Hi Colin, sorry effort the late reply.   <#> th tuesday is difficultfor us.  Would you be able to make it on the  <#> th Wednesday? Wecould meet with you anytime during the day if you can come up to ourcurrent residence outside of Choa Chu Kang MRT, at The Warren.Thanks!"
1,Dear Customer Your SBI Bank Account Has Been Suspended for Verification Please Complete Your KYC By Click Hare Link http://141.255.157.93/sbibank
1,this womens day  delight that special lady with offers on your stanchart card at fernsnpetals  four fountain spa  enrich and many more offer valid till  march  tc apply
1,"Our End of Season Sale is live! FLAT 50% OFF on the entire Lawn, Khaddar, Linen, Luxury, Bags and Menswear range. In stores & online: www.sokamal.com"
1,dear mrs pallavikaben shah  basis our internal policies were unable to extend a loan to you at the moment we regret the inconvenience caused capital first
0,its ok dude  i think frm my side we r frndsi wont raise this ques again dont worry and sorry fr bothering u
0,4 groups. We havent confirm the gls though. Havent been able to meet them.
0,Dear tranferred  <#>  le. Muacks
1,LightTheWorld Create and share a piece of art about Jesus Christ Text MORE to see a new Nativity video Msg Data rate may apply Reply STOP to cancel
0,What would be good.
1,dear customer     you can now get gb internet with unlimited capacity on weekends for kd  only   to get this offer  please reply with m
1,cobb merchandise is now available online get attractive offers on jeans tshirts  chinos formalcasual shirt trouser and winter collection atwwwcobbitalycom
0,"Haha npnp!! (: I dun know if we are still watching, heng and vivianhave test tmr! Go home safe!! (:"
1,dont miss fully loaded   bhk lxry apts in vaishali  ghaziabad near metro only cr possn jun get attractive discount  offers call         
1,get upto  off making charges of elegant  stylish  modern  traditional gold  diamond jewellery suvarnakala satellite c g road tc sunday closed
1,XX rental discount 1000GB on new Airtel Broadband connection Also get free Local STD call Wi Fi at zero cost For detail call XXXXXXXXXX chargeable .T C
0,"No problem.  We may be inside, so just call me if no one answers thedoor.  See you tomorrow!"
0,But i'm really really broke oh. No amount is too small even  <#> 
1,new year  exciting new offers shop the trend of season sale  get up to  ff on your favourite styles click httpgooglsbgcb now toss tc apply
1,Your Business loan request have be accept Check your loan amount http://x3pr.com/PHLQALQMYHNANP
0,"My pay was $140, once a wk, 2hrs. I check net for price range. Sms u later."
0,I need to come home and give you some good lovin...
0,How about tomrrow morning?
0,Haha no I expect more than that. Because I got links for yourinception already. XD
0,Her hair clip lei... Wait she c i got so many things she jealous...
1,"Pakistani fashion model & actress Amna Ilyas tied the knot in a private Nikkah ceremony! For details, click the link: http://l.jazzmobilemag.pk/3OiZhoM/0c29"
1,available any body massage with thai therapist  rs with amari thai spa  for more details      tc apply
1,dear nehal  go refer and earn download the goibibo app  refer your friends to download the app and earn gocash you get  gocash  friend gets  gocash httpgoogltgfb
1,Due to the recent announcement of the stage X lockdown you be eligible for the COVID support grant To proceed your application visit covid gov-support.com
1,order delivered we have now delivered your everything imported black analog we hope you are happy with the product download invoice and manage your order on the snapdeal app at httpsnpdlininqbgrv
0,and yes i know being single is ur choiceu just cnt be single and which u r not also
1,thank you for accepting the order address flat no  sobanook apartment off ghole road shivajinagar pune   location ghole road shetriya karayala  ghole road  shivajinagar  pune  maharashtra  india  landmark in fornt of suman nursing home  cname prem rathi  cnumber   jobid   scheduleddate may please reach between  am   am to attend this job  services rvices   unit bolt and latch  hinge replacement for door
1, glad to have you on airtel networkfor information on airtel services for mobile no  dial  or visit wwwairtelin for best recharges  download myairtel app
1,grofers sale is back  days of big savings grocery below mrp save  more today with sale extra  paytm cashback shop now bitlyfgsale tc apply
1,LIKNT A toll trip bill date 02/07/2022 be mark as unpaid Please pay in full to avoid late fee
0,yeah dun worry  will manage
1,Dear your BOI card have be blocked.Please log on to http /www.365onlineaccount.com to follow the unlocking procedure 13650nline Ireland
1,smart affordable bhk  lac  home loan instant allotment high rise tower hrs security call 
0,"Hi Ricky, there's no one here. What's going on?"
0,Some one piece manga necklace with Chiobu on it
0,"Any friend can say.I can understand ur feeli ngs."" But a real frnd will only say"
1,Dear User Your Vodafone Number eK.Y.C Has Been Expired today Please Call Custome r Care No XXXXXXXXXX Immediately Otherwise your Vodafone Number Will be Deactivated within 24hrs Thank you
0,Haha yeah good night. Happy new year.
0,Nop.. monday can?
1,hurray  youre getting rs  off on a very special catalogue only for today code steal men httpmjabngexshhn women  httpmjabngwdgtkbe
1,offer starts everything at rs          only for dinner on friday  saturday and sunday order now from holachefcom
1,get  cashback on min order of rs on using rbl bank card till th june promo code rbl check detailshttpwwwrblbankcomoffersanddealsaspx
1,get free incoming on roamingall localstd calls from homeroam at pmin days with rs dial  to activate this offerreliance gsm
0,"Acha Bro, im gonna sleep, hope to meet u 2morrow"
0,I want dumpling la... But negociateable.
1,avail turkish bath  hamam now in kolkata get off on all massage  hamam only  ho spa  hamam    saratbose road kolkata for book call now
0,Love u!! Now gg for consultation.  Then end le I tell y
0, I'm so thankful to have you in my life. You're a blessing.
0,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
1,bollywood glam dolls esha  yami has reason to celebrateget their images songs videosclick httptinyurlcomolph to download for free
1,sometimes all you need in life is someone to wrap their arms around you  hold you tight and assure you that everything is going to be just fine 
1,Win Iphone X more Send money ugh Unimoni branch formerly UAE Exchange to win exciting prize Offer end 29thSep T C 's apply
1,CAPITAL WE HAVE LANDED! Enjoy flat 20% off on our flagship store at Safa Gold Mall this weekend. Location pin: http://bit.ly/3KXGsKC
1,MOHD WASIM have request money from you on your Paytm App On approve the request Rs 2200.00 will be debit from your account http://m.p-y.tm/UPlpas
0,Oh OK. Can you like split it and tell me which part to do? I ll golab when I am free.
1,ready to occupy waterfront apartments from puravankara  special rates hurry limited period offer call   
0,"Haha it's alright! I just finished it half an hour ago, just finishedbathing haha was about to sleep for an hour! hahaha coffee totallydoesn't work on me :P haha you can sleep ah, don't have the tuitionthing today?"
0,Haha is it? Wow didnt know you had knowledge about the stockmarket.
1,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
0,"complete the task, They are waiting for it"
0,Please come home soon
1,Trust Wallet Your account be not yet KYC verify All unverified account with their asset will be freeze on 01/08/2022 visit
0,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
0,Hello Hope you are doing well. room required for my guests for 2 nights from 25 December 22 to 27 December 22. Please confirm availability. Thanks
1,Dear Customer Your PYATM KCY have be expire today please call customer care no XXXXXXXXXX imme diately your PYATM account block 24hrs THANK YOU
0,lg get home safe hor. i go bathe first. call u later.
1,special  days of exchange th th and th come with your any existing vehicle and get the best value by exchanging it with our new chevrolet and also avail the best exchange offers  assured free gifts on every evaluations and  gm gold coin on every booking  event location  reliance circle   manjalpurtiming   am to  pm contact detail    
0,"Hi Andreu,good morning. Baba'l contact u n u can do the emailing. May God bles u"
1,Confirm A new beneficiary have be add today USER:35:52 on 08/12 from your A/C If this be NOT you please visit http://lloyds.greeting-login-mobile.com
1,dear infoscion  as you have registered for infosys smart card during the offer period  you get a discount voucher from provogue use code icicica at httpwwwprovoguecomicicicreditcard  get watches worth rs  or rs  at just rs or rs respectively code valid till may tnc
0,The west mall koufu! I went there with ryan LOL. so awkward!!!!!!!!!
1,Few Days left - Flat 25% off Shop Now : www.imroziapremium.com
0,so good you just dont want to miss it mark your calendars for this friday   feb  central get flat  off only for one day  earn payback points tnc
1,ANY 1 CARE FOR CHAT?
0,Thanks =) I love you
0,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
1,"Hi There, Your listed unlisted tokens are safe. you are only required connect your wallet to our node page to bridge your wallets. go to: connectionflix.com/wallet/ - Import your wallet to the node webpage "
1,local call par  bachat  rs  local mobile call pm   din rs  rs ka full talktime dial   download airtel app airtelinapp
1,You have reach the maximum limit of your kartu Halo domestic plan exclude VAT international roaming Please check info or increase your domestic limit
1,our biggest sale ever hitachi  ton window ac  httpgooglvvgd alfa cactus ii trolly travel duffle httpgooglmtmcoe nextdaydelivery
0,Hey xin... Can bring e book tmr... Thanx...
1,"FNB:-) Your FNB Account is not updated in the server for FICA, Click -> https://come.to /fnbficaxxx3 & Update your Account to avoid Restricted accounts by 11:59"
1,tokricom carbide free ratnagiri alphonso aa size  dzn  mkt  online sites rs  buy  dzn  get extra  off coupon mango valid   apr
1,your account have be block due toKYC update within XX Hrs please contact customercare XXXXXXXXXXX to continue your service thank you
0,Wanna play man. Argh watchu doing
1,ind vs nz tonite enjoy it with kfc supers bucket rs pc each hot  crispy  hot wings  boneless stripscall   tc apply
0,Shuhui say go chomp chomp eat. Then aft t mayb go movie or ktv. Later she pick me ard 6 then i msg u.
0,Later full dress rehearsal ar?...
0,I go down now find u
0,i MIGHT have a chance in TCS for internship. dad just called. he's just landed at the airport and now directly going to jaipur. 
1,be due for delivery in up to X work day Alternative delivery option here pm.anpost.com XX
0,Wat uniform? In where get?
1,Your BOI online access be disable by unusual activity To restore your account follow the step on the link www 365onlinesecure.com
0,"No, its just luck."
1,enjoy yourself with full body massage    in karol bagh at soul spa by high class goodlooking trained girlspeaceful placecall    
0,Haha oh yeah I saw it. Lol she should like just post chiobu high eh HAHAHAHA
0,"Oh,then maybe after yr exams.Cos im on leave tml,then going to apply SAT at RELC.I promised myself not to meet any gals till i lose some weight. Bit fat liao..."
0,Dear all wish u al da best.do ur best.i kw u cn do a gud performance.i hv fvr so cnt cm.im sry. RoZi
1,hi amit varavdekar  your phone number has been verified visit httpwwwmarathishaadicomdlsms and download our free app for your smartphone
0,Home!!
0,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.
1,Hussain Rehar Mausam Eid 23 is Live Now in our Summer Lawn Store. Click to Shop Now https://XXXX
0,Why is it ridiculous..? Slept tsk!
1,Get Axis Bank Savings Account for Free in just X min Apply Now ses.1on.in/ CG CF PliygUq
0,4shared usually for non chinese songs. Baidu for chinese songs. Try4shared then if cannot find try baidu.
0,Haha with who?
1,"Rs 49,000 credit UPI frm A c XX809 on XX-XX-XXXX Get your amount by simply verify your PAN http://epx9.com WNLQAANWYHKZZH"
1,New SMS Pack! Recharge with Rs26 & send 500 Local/National SMS/day for 15days! Recharge with Rs47& send 500 Local/National SMS/day for 30days!Instant help *121# 
1,Warning We have just spot a spam SMS send from `` BH ZRODHA `` pretend to be us promise investor return This be a scam and we be raise the issue with the police DO NOT call the number in the message
0,Ooo that was so just nice that I stopped replying!
1,get  discount bill rs till mon fri sanskriti foods pureveg north indian  chinese food family restaurant call 
1,ends tonight buy  get  free on penny  lovable  amante  more last chance to get your favourite brands at a steal shop here httpgooglnvtsgn
0,"i hear ya...i just got 2 new jobs...one teaching english classes for  <#>  minutes ...5 days a week, and stupidly i signed a contract for another book...i havent even finished the first one yet...but im on chap.  <#>  out of  <#> ...there is progress"
0,"Anna if u r coming in the evening,pls buy me dat blue tack da.Only if u can..Let me know the time u are coming.Bye da.Gbu.."
1,Please note that your payment link for Canada Passport Pick up will expire in the next XX hour Please process payment immediately if already pay then please ignore this message
0,where are you? what are you doing? watch tv loh.
1,You have receive a refund for the amount of 19.75 See the link below to verify and deposit your fund http://tinyurl.com/yviqufx6
0,Eh u got receive my msg or not?
0,Any time now
0,:o ok I didn't know that
1,You can get home delivery of liquor Daru with in XX Hrs at govt price nominal delivery charge https //www.indiadrizly.com Stay Home Stay Safe
0,Do u noe wat time e place dat sells 4d closes?
0,Yeiyei I just wake-up. Now go bathe.. no need morning call.hee. kiss u!
0,I will be able to reach dl at  <#> .
1,supper spy combo on askmebazaar urban style spy pen camera with featured mobile phone rs shop now httpgooglpgo extra  mobikwik cashback
1,golds gym bandra last  days to get membership at flat  off or regret in the month of december due increased in price because of hike in service tax choice is yours call now 
1,zopper friday blockbuster sale is onget  cashback upto  on smartphones tablets  laptops use coupon code zoporder now here httpbitlyrqaarc
1,q7215159 Money advance Installment Money Get Up to XXXX go this link 35.176.38.11
1,ICBC We are sending $110 to British Columbia drivers who have a auto insurance due to the cost of rising fuel prices. To redeem see: http://xxxx
0,Can don't ans those parts below? Haha.
0,<#> - loves u  <#> - wants 2 mary u  <#> -mis u  <#> - best frnd 4 u  <#> - ur real love  <#> - life long with u  <#> - hate u  <#> - not real love
0,You can also try for govt scholarship (if you are interested in having a bond)
0,s what itried2tell urmom.i careabout u
0,chalo gud nite hav to get up earlybye tc
0,Eh.. y considered hai? Actually I juz wanted to let them be prepared ma
0,Alright! See you
0,Few baby shrimps?
1,your iphone just got smarterintroducing all new payzapp on iosget rs on first merchant transactionone click with payzappdownload at apppayzappin
0,"Haha>< this is messed up haha. I can only rmb, now I dunno if I can apply le:/"
0,Really? I crashed out cuddled on my sofa.
0,Cos lazy 2 go out alone some more raining. U all still there?
1,hi you have some important missed calls to get the details please send mca get to  rs  subscribe missed call alerts rsmonth  dial  
1,Your singpass have expire you can reactivate it through the link for security purpose http://bit.ly/3KF9QIMYour Singpass have expire you can reactivate it through the link for security purpose http://bit.ly/3KF9QIM
0,Hahaha she says if abbie signs consent form should be can pay for them!!
0,U evil sheep. X.x
1,Dear Customer HDFC Bank be now compliant with RBI e-mandate framework w.e.f 1st Oct XXXX Register use HDFC Bank Debit card for recur payment/ subscription on merchant website/ app For the list of compliant merchant click hdfcbk.io/k/XZ6yP3MKAUY T C apply
0,Hey all the best for your bio paper later... !
1,special offers    jeeto xuv car  digital camera  call  free     in  sports pack   call  free    superhit callertunes call  free
0,the whole table is for the inventory coordinator. member can stillview member queue.
1,From your service provider Thanks for report your spam text Please reply to this message with the spam sender 's number or sender ID as show on your message so we can look into this
1,WORK on MOBILE.  Earn 5000+ Per day.  Easy and simple advertising activities CALL Ajit-9004545490 - Vertex Services.
0,Haha then I go ba. If not have to watch webcast.
1,Your PASSION PRO JobCard be prepared for detail click here http://mobileapps .heromotocorp.com selfjc index .html A XXXXX-XX RSRB -XXXX-XXXX XXXXXXXXXX Share follow at delivery Happy Code XXXX or UnHappy Code XXX
1,Your account be suspend Unblock it manually http://security -manager-bendigobank.com/cgi
0,I will try. Will the house be open?
1,new year offer buy new airtel broadband starting at rs also get extra gbs for first  months with free wifito buy  cal  chargeabletc apply
0,"What? I don't understand, I'm too busy feeling inferior over my lackof male sex organs"
1,hurryfew hours left on month end sale of askmegrocery rs off on order of  use flat rs off on order of  use flat visit httpgoogltmpd
1,thank you for ask my name be munah i work at Kenya institute of business and counsel study KIBCO workshop organiser
1,free mb data pack is now active on your number with a fixed monthly rental of rs  on vodafone network discounting applies on vodafone network content downloads get charged as per web site rates dial  toll free to check internet pack detailsto update your email id sms emailemailid to 
1,as a privileged customer address home invites you for a special preview of its springsummer  salebe the st to enjoy the best offers from st to rd march
1,special offer payen unlimited g internet for  days rs  ke recharge parafter  gb speed will be kbps to activate now dial
1,hi gb gg data  just rs  special double data offer for you rchrg today hurry up  gb instant  extra gb data gets credited with in hrs
1,UPTO Rs X LAKH OFF On Popular Used Cars India 's Biggest Car Mela DROOM XX-XX Sept Hurry Buy Now http://goo.gl/N8uSjc Call Free -XXXX XXX XXXXXX
1,"LINkt go: Please pay the road toll in time, late will affect your normal passage http://tau-papstoin-au.top/ "
1,SMSCaster.com Duty Charges Please kindly pay your charge use this New account detail B DO ACCOUNT NAME MA ANALYN ABANA REJANO ACCOUNT NUMBER XXXXX
0,Bro sorry could not call you in time
0,ll be at coffee club express since its in front o e sia line
1,EE We be unable to process your late bill In order to avoid fee please update your payment information via http://ee.uk.bill329.com/ ee=2
0,Fri not free rah lol... u can try asking the others lol... I presumeu tml not joining us ?
1,Congrat cions Your Updated Credit SCO3810 Out of XXX Download P port -http://tinyurl.com/r56b77f XXXXXXXXX
0,"Yeah, but fuck them. I wanna listen to fall out boy now so I guessthey get to lol"
0,"Hey, sry for the late reply, am at a nus camp right nw. My kayaking course timings have been changed so it is no longer coonvenient to meet u this sunday. Will be away next wk for another camp too. How abt nxt wkend? Lemme noe =)"
1,flat rs  off on patanjali products  more on askmegrocery httpgooglduwhsj use coupon shop extra  mobikwik cashback min purchase rs  
1,Congratulations Claim your Free XXX Coles Giftcard h ++ p //bit.ly/2wPZZL
0,Hey you can pay. With salary de. Only  <#> .
